"132-8 ","TS19143U-DR ","Slide Drawer for 19"" Rack, Top with Padlock Hasp, 3U, 14""D ","$257.92 "
"132-8 ","TS2P-KVM ","Keyboard, Video, Mouse Switch, 2 Port, No keyboard Control ","$664.95 "
"132-8 ","TS1939-CSTR ","Caster Base for 27""W x 39""D Safes, 4"" Dia. Locking Wheels ","$463.45 "
"132-8 ","TS2439-CSTR ","Caster Base for 32""W x 39""D Safes, 4"" Dia. Locking Wheels ","$493.68 "
"132-8 ","TS2445-CSTR ","Caster Base for 32""W x 45""D Safes, 4"" Dia. Locking Wheels ","$528.94 "
"132-8 ","TS4X4-SP ","Spreader Plate, 48""W x 48""D, 1/4""Thick Painted Steel, 326 lbs ","$654.88 "
"132-8 ","TS4X5-SP ","Spreader Plate, 48""W x 60""D, 1/4""Thick Painted Steel, 408 lbs ","$881.56 "
,,"TEMPEST Options ",
"132-8 ","TS6-FBWG ","Fiber Barrel Waveguide, 6 Barrels ","$271.02 "
"132-8 ","TS12-FBWG ","Fiber Barrel Waveguide, 12 Barrels ","$771.75 "
"132-8 ","TSL451-TE ","Standalone TEMPEST Enclosure, 45H x 23W x 28D, 19"" Rack, 21U, Fan Cooled ","$9,515.84 "
"132-8 ","TSL451D-TE ","Standalone TEMPEST Enclosure, 45H x 23W x 35D, 19"" Rack, 21U, Fan Cooled ","$10,376.24 "
,,"Air Conditioning Options ",
"132-8 ","TSAC230V-P ","230V, 50 Hz Power Option for all Air Conditioned IPS Containers ","$89.67 "
"132-8 ","TSAC-ICENET ","Communications Link for PC Management of Control Panel, RS232/482 Converter ","$307.29 "
"132-8 ","TSAC-RC ","Remote Control Module, 12 ft. Cable ","$155.16 "
"132-8 ","TSAC110V-CEV ","Standalone Condensate Evaporator, 110V ","$929.92 "
"132-8 ","TSAC230V-CEV ","Standalone Condensate Evaporator, 230V ","$972.24 "
